index,llm_prob,reference_time,new_code_time,new_code,experiment_id
0001,1.0,3099156.5,3099156.5,#import <iostream>\n\n#import <sstream>\n\nusing namespace std;\n\n\n\nvoid problemOne(){\n\n      int a;\n\n      int b;\n\n      while (cin >> a >> b){\n\n            int sum = a + b;\n\n            int intLength = 0;\n\n            while (sum != 0) {\n\n                  sum /= 10;\n\n                  intLength += 1;\n\n            }\n\n            cout << intLength << endl;\n\n      }\n\n}\n\n\n\nint main(){\n\n      problemOne();\n\n},0.0
0002,1.0,3095319.5,3040594.0,"#include <iostream>\n\n#include <cstdio>\n\n#include <algorithm>\n\n\n\nusing namespace std;\n\n\n\nint main()\n\n{\n\n    long long int num1 , num2, gcd , res, lcm;\n\n    while(scanf(""%lld%lld"",&num1,&num2)!=EOF){\n\n\n\n        res = num1 * num2 ;\n\n        while(num1 != num2){\n\n            if(num1 > num2)\n\n                num1 = num1 - num2 ;\n\n            else\n\n                num2 = num2 - num1 ;\n\n        }\n\n        gcd = num1 ;\n\n        lcm = res / gcd ;\n\n         printf(""%lld %lld\n"", gcd, lcm);\n\n    }\n\n    return 0;\n\n}",0.0
0003,1.0,6290254.5,3039387.5,"#include<stdio.h>\n\n#include<math.h>\n\nbool flag[1000000];\n\nint main(void)\n\n{\n\n	long long i,j,p,n,count;\n\n	p = (long long)sqrt(1000000.0);\n\n	for(i = 3; i <= p; i = i + 2)\n\n	{\n\n		if(flag[i] == false)\n\n		{\n\n			for(j = i * i; j <= 1000000; j = j + 2 * i)\n\n			{\n\n				flag[j] = true;\n\n				\n\n			}\n\n		}\n\n	}\n\n		\n\n	while((scanf(""%lld"",&n)) != EOF)\n\n	{\n\n		\n\n		if(n == 1 || n == 0)\n\n			count = 0;\n\n		else\n\n		{\n\n			count = 1;\n\n			for(i = 3; i <= n; i = i + 2)\n\n			{\n\n				if(flag[i] == false)\n\n					count++;\n\n			}\n\n		}\n\n		printf(""%lld\n"",count);\n\n	}\n\n	\n\n\n\n		\n\n	return 0;\n\n}",0.0
0004,1.0,11645249.0,11645248.5,"#include <cstdio>\n\n\n\nusing namespace std;\n\n\n\nint main() {\n\n    long NUM = 1000000;\n\n    long n;\n\n	long counter = 0;\n\n	bool primeNum[NUM + 10];\n\n\n\n	long i, ii, j, len = NUM + 10;\n\n	\n\n	primeNum[0] = primeNum[1] = false;\n\n	for (i = 2; i < len; i++) primeNum[i] = true;\n\n	\n\n	ii = 4;\n\n    for(i = 2; ii < NUM;) {\n\n        if (primeNum[i]) {\n\n            for (j = ii; j < NUM; j += i) {\n\n                primeNum[j] = false;\n\n            }\n\n        }\n\n        \n\n        i++;\n\n        ii = i * i;\n\n    }\n\n    \n\n    while (scanf(""%ld"", &n) != EOF) {\n\n        counter = 0;\n\n        \n\n        for (i = 0; i <= n; i++) {\n\n            if (primeNum[i]) counter++;\n\n        }\n\n        \n\n        printf(""%ld\n"", counter);\n\n    }\n\n\n\n    return 0;\n\n}",0.0
0005,1.0,4094491.0,3046321.0,"#include <iostream>\n\nusing namespace std;\n\n\n\n\n\nint main() {\n\n\n\n	int judge[1000000];\n\n	for(int k=0;k<1000000;k++)judge[k]=1;\n\n	int n,sum;\n\n	\n\n	while(cin>>n){\n\n		if(n==0||n==1){\n\n			sum = 0;\n\n		}else{\n\n			sum = 1;\n\n			for(int i=3;i<n+1;i+=2){\n\n				if (judge[i]==1){\n\n					sum++;\n\n					for(int j=2;j<=n/i;j++)\n\n						judge[i*j] = 0;\n\n				}	\n\n			}\n\n		}\n\n		\n\n		cout << sum <<endl;\n\n	}\n\n\n\n	return 0;\n\n}",0.0
0006,1.0,3423636.5,3095184.5,"#include<iostream>\n\nusing namespace std;\n\nint main(){\n\n	int n, cnt;\n\n	\n\n	while(cin >> n){\n\n		bool prime[1000000] = {false};\n\n		prime[1] = true; //1???????????\\n\n		\n\n		// ??¨??????????????????????????????\n\n		for(int j = 2; j*j <= n; j++){\n\n			if(prime[j] == false){\n\n				for(int k = j; k*j <= n; k++){\n\n					prime[j*k] =true;\n\n				}\n\n			}\n\n		}\n\n		cnt = 0;\n\n		for(int i = 1; i <= n; i++){\n\n			if(prime[i] == false) cnt++;\n\n		}\n\n		\n\n		cout << cnt << endl;\n\n	}\n\n}",0.0
0007,1.0,3123193.0,3054200.5,"#include<iostream>\n\n#include<algorithm>\n\nusing namespace std;\n\n\n\nint main(){\n\n  int n;\n\n  int a[5000];\n\n  int tmp;\n\n  int ans;\n\n\n\n  while(1){\n\n    cin >> n;\n\n    if(!n)break;\n\n\n\n    for(int i=0;i<n;i++){\n\n      cin >> a[i];\n\n    }\n\n\n\n    ans = a[0];\n\n    for(int i=0;i<n;i++){\n\n      for(int j=i;j<n;j++){\n\n	if(i==j)tmp = a[i];\n\n	else tmp += a[j];\n\n	ans = max(tmp,ans);\n\n      }\n\n    }\n\n\n\n    cout << ans << endl;\n\n  }\n\n}",0.0
0008,1.0,3163042.0,3054202.5,"#include<iostream>\n\n#include<vector>\n\n#include<algorithm>\n\nusing namespace std;\n\n\n\nint main(){\n\n  vector<int> v,s(10001);\n\n  int a,b,n,o=0;\n\n  while(cin>>b){\n\n    fill(s.begin(),s.end(),0);\n\n    o =0;\n\n    if(b==0) break;\n\n    else{\n\n    for(int i=0;i<b;i++){\n\n      cin>>a;\n\n      v.push_back(a);\n\n    }\n\n    for(int i = 0; i < b; i++){\n\n      int sum = 0;\n\n      for(int j = i; j < b; j++){\n\n	sum += v[j];\n\n	s.push_back(sum);\n\n      }\n\n    } \n\n\n\n\n\n  int d = *max_element(s.begin(),s.end());\n\n  cout<<d<<endl;\n\n    }\n\n    s.clear(),v.clear();\n\n  }\n\n}",0.0
0009,1.0,3101802.5,3045556.5,"#include""stdc++.h""\n\nusing namespace std;\n\n\n\nint a[20];\n\n\n\nbool check(int x)\n\n{\n\n	int pre = 0;\n\n	for (int i = 0; i < 10; i++) if (x & (1 << i))\n\n	{\n\n		if (a[i] < pre) return false;\n\n		pre = a[i];\n\n	}\n\n	return true;\n\n}\n\n\n\nbool dfs(int i, int x, int pre)\n\n{\n\n	if (i == 10)\n\n	{\n\n		return check(x);\n\n	}\n\n	bool temp = false;\n\n	if (a[i] > pre) temp = dfs(i + 1, x, a[i]);\n\n	return temp || dfs(i + 1, x | (1 << i), pre);\n\n}\n\n\n\nint main()\n\n{\n\n	int T;\n\n	cin >> T;\n\n	while (T--)\n\n	{\n\n		for (int i = 0; i < 10; i++) scanf(""%d"", &a[i]);\n\n		printf(""%s\n"", dfs(1, 0, a[0]) ? ""YES"" : ""NO"");\n\n	}\n\n	return 0;\n\n}",0.0
0010,1.0,11435208.5,3375692.5,"#include <iostream>   \n\n#include <map>   \n\n#include <sstream>   \n\n#include <string.h>   \n\nusing namespace std;   \n\n  \n\nmap<int, char> AlphabetTable;   \n\nmap<int, int> table;   \n\n  \n\nchar decode(char a){   \n\n       \n\n    int z = a - 'a';   \n\n       \n\n    for(int i = 0; i < 26; i++){   \n\n        if(table[i] == z) return AlphabetTable[i];   \n\n    }   \n\n}   \n\n  \n\nvoid makeTable(int a, int b){   \n\n    for(int i = 0; i < 26; i++){   \n\n        table[i] = (a*i+b) % 26;   \n\n    }   \n\n}   \n\n  \n\nvoid makeAlphabetTable(){   \n\n  \n\n    char c = 'a';   \n\n  \n\n    for(int i = 0; i < 26; i++){   \n\n        AlphabetTable[i] = c;   \n\n        c++;   \n\n    }   \n\n}   \n\n  \n\nint main(){   \n\n  \n\n    string code, tmp;   \n\n    int n;   \n\n       \n\n    getline (cin, code);   \n\n    stringstream ssn(code);   \n\n    ssn >> n;   \n\n    makeAlphabetTable();   \n\n    for(int i = 0; i < n; i++){   \n\n        getline(cin, code );   \n\n        tmp = code;   \n\n        for(int b = 0; b < 26; b++){   \n\n            for(int a = 1; a < 26; a+=2){   \n\n                if(a%13 != 0){   \n\n                    makeTable(a, b);   \n\n                    code = tmp;   \n\n                    for(int j = 0; j < code.length(); j++){   \n\n                        if('a' <= code[j] && code[j] <= 'z'){   \n\n                            code[j] = decode(code[j]);   \n\n                        }   \n\n                    }   \n\n                    if(code.find(""this"") != -1 || code.find(""that"")!= -1){   \n\n                        cout << code << endl;   \n\n                        break;   \n\n                    }   \n\n                }   \n\n            }   \n\n        }   \n\n    }   \n\n       \n\n    return 0;   \n\n}  ",0.0
